Name,GlyphsName,ps_name,AGL,Order,USV,Dir,shapeOrder,DesignerOrder,Fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / commet,bcp47tags,OTLang,Feat,,GlyphsAppName,Sort,
absHighHamzaYehFin,highhamzaYeh-ar.fina,uni0678.fina,,630,,AL,458,1128,SL,absYehFin.noDots,yeh-ar.noDots.fina,_highHamza,,,,,,,,,,,,,,3816.001,
absHighHamzaYehMed,highhamzaYeh-ar.medi,uni0678.medi,,814,,AL,1075,1129,SL,absBehNoDotsMed,behDotless-ar.medi,_highHamza,,,,,,,,,,,,,,3816.002,
absHighHamzaYehIni,highhamzaYeh-ar.init,uni0678.init,,989,,AL,1021,1130,SL,absBehNoDotsIni,behDotless-ar.init,_highHamza,,,,,,,,,,,,,,3816.003,
absLigatureAllah,allah-ar,uniFDF2,,1273,FDF2,AL,1293,1131,*,,,,,,,,,,,,,,,,allah-ar,4276,
absTatweel,kashida-ar,uni0640,,546,0640,AL,1112,1132,*,,,,,,,,,,,,,,,,kashida-ar,4290,
absAutoKashida,,absAutoKashida,,1464,,AL,1266,1133,*,,,,,,,,,,,unused?,,,,,,,not found
absSmallHighSadMark,sadabove-ar,uni0610,,1245,0610,NSM,1233,1134,SH,,,,,,,,,,,,,,,,sadabove-ar,4291,
absSmallHighAinMark,ainabove-ar,uni0611,,1246,0611,NSM,1234,1135,SH,,,,,,,,,,,,,,,,ainabove-ar,4292,
absNameMarker,takhallusabove-ar,uni0614,,1249,0614,NSM,1237,1136,SHL,,,,,,,,,,,,,,,,takhallusabove-ar,4293,
absSmallHighTah,tahabove-ar,uni0615,,1250,0615,NSM,1238,1137,S,,,,,,,,,,,,,,,,tahabove-ar,4294,
absSmallHighAlefLamYeh,alefLamYehabove-ar,uni0616,,1251,0616,NSM,1239,1138,S,,,,,,,,,,5.1,,,,,,alefLamYehabove-ar,4297,
absSmallHighZain,zainabove-ar,uni0617,,1252,0617,NSM,1240,1139,S,,,,,,,,,,5.1,,,,,,zainabove-ar,4298,
absSmallFatha,fathasmall-ar,uni0618,,1253,0618,NSM,1241,1140,S,,,,,,,,,,5.1,,,,,,fathasmall-ar,4299,
absSmallDamma,dammasmall-ar,uni0619,,1254,0619,NSM,1242,1141,SH,,,,,,,,,,5.1,,,,,,dammasmall-ar,4300,
absSmallKasra,kasrasmall-ar,uni061A,,1255,061A,NSM,1243,1142,S,,,,,,,,,,5.1,,,,,,kasrasmall-ar,4301,
absTripleDotPunct,threedots-ar,uni061E,,1259,061E,AL,1270,1143,SHLM,,,,,,,,,,,,,,,,threedots-ar,4311,
absWavyHamzaBelow,wavyhamzabelow-ar,uni065F,,1180,065F,NSM,1187,1144,S,,,,,,,,,,6.0,,,,,,wavyhamzabelow-ar,4332,
absSuperscriptAlef,alefabove-ar,uni0670,,1181,0670,NSM,1188,1145,SHLM,,,,,,,,,,,,,,,,alefabove-ar,4335,
absSuperscriptAlef.large,alefabove-ar.large,uni0670.large,,1183,,NSM,1190,1146,SHL,,,,,,,,,,,,,,cv76=2,,,4335.2,
absSubscriptAlef,alefbelow-ar,uni0656,,1169,0656,NSM,1176,1147,SHLM,,,,,,,,,,,,,,,,alefbelow-ar,4336,
absHamzaAbove,hamzaabove-ar,uni0654,,1167,0654,NSM,1174,1148,SHLM,,,,,,,,,,,,,,,,hamzaabove-ar,4337,
absHamzaBelow,hamzabelow-ar,uni0655,,1168,0655,NSM,1175,1149,SHLM,,,,,,,,,,,,,,,,hamzabelow-ar,4338,
absFathatan,fathatan-ar,uni064B,,1150,064B,NSM,1157,1150,*,,,,,,,,,,,,,,,,fathatan-ar,4347,
absDammatan,dammatan-ar,uni064C,,1151,064C,NSM,1158,1151,*,,,,,,,,,,,,,,,,dammatan-ar,4349,
absDammatan.sixNine,dammatan-ar.sixNine,uni064C.sixNine,,1152,,NSM,1159,1152,SHL,,,,,,,,,,,Sindhi,,,cv72=1,,,4349.21,
absKasratan,kasratan-ar,uni064D,,1153,064D,NSM,1160,1153,*,,,,,,,,,,,,,,,,kasratan-ar,4351,
absKasratan.lowered,kasratan-ar.lowered,uni064D.lowered,,1154,,NSM,1161,1154,SHM,,,,,,,,,,,Exact same glyph as absKasratan -- needed for OT logic,,,,,,4351.22,
absFatha,fatha-ar,uni064E,,1155,064E,NSM,1162,1155,*,,,,,,,,,,,,,,,,fatha-ar,4353,
absDamma,damma-ar,uni064F,,1156,064F,NSM,1163,1156,*,,,,,,,,,,,,,,,,damma-ar,4356,
absDamma.filled,damma-ar.filled,uni064F.filled,,1158,,NSM,1165,1157,SL,,,,,,,,,,,,,,cv70=2,,,4356.18,
absDamma.short,damma-ar.short,uni064F.short,,1157,,NSM,1164,1158,SH,,,,,,,,,,,,,,cv70=1,,,4356.23,
absKasra,kasra-ar,uni0650,,1159,0650,NSM,1166,1159,*,,,,,,,,,,,,,,,,kasra-ar,4359,
absKasra.lowered,kasra-ar.lowered,uni0650.lowered,,1160,,NSM,1167,1160,SHM,,,,,,,,,,,Exact same glyph as absKasra -- needed for OT logic,,,,,,4359.22,
absShadda,shadda-ar,uni0651,,1161,0651,NSM,1168,1161,*,,,,,,,,,,,,,,,,shadda-ar,4360,
absSukun,sukun-ar,uni0652,,1162,0652,NSM,1169,1162,*,,,,,,,,,,,,,,,,sukun-ar,4373,
absSukun.downOpen,sukun-ar.downOpen,uni0652.downOpen,,1163,,NSM,1170,1163,SHL,,,,,,,,,,,,,,cv78=1,,,4373.24,
absSukun.leftOpen,sukun-ar.leftOpen,uni0652.leftOpen,,1164,,NSM,1171,1164,SHL,absShortVowelMark,marksidewaysnoonghunna-ar,,,,,,,,,,,,cv78=2,,,4373.25,
absMaddahAbove,madda-ar,uni0653,,1165,0653,NSM,1172,1165,*,,,,,,,,,,,,,,,,madda-ar,4376,
absMaddahAbove.small,madda-ar.small,uni0653.small,,1166,,NSM,1173,1166,SH,,,,,,,,,,,,,,cv60=1,,,4376.06,
absNoonGhunnaMark,noonghunnaabove-ar,uni0658,,1172,0658,NSM,1179,1167,SHL,,,,,,,,,,,,,,,,noonghunnaabove-ar,4384,
absUltaPesh,dammainverted-ar,uni0657,,1170,0657,NSM,1177,1168,SHL,,,,,,,,,,,,,,,,dammainverted-ar,4385,
absUltaPesh.open,dammainverted-ar.open,uni0657.open,,1171,,NSM,1178,1169,S,,,,,,,,,,,,,,cv74=1,,,4385.26,
absZwarakay,fathaHorizont-ar,uni0659,,1173,0659,NSM,1180,1170,SL,,,,,,,,,,,,,,,,fathaHorizont-ar,4386,
absVowelSmallV,vabove-ar,uni065A,,1174,065A,NSM,1181,1171,SHLM,,,,,,,,,,,,,,,,vabove-ar,4387,
absVowelInvSmallV,vinvertedabove-ar,uni065B,,1175,065B,NSM,1182,1172,SHLM,,,,,,,,,,,,,,,,vinvertedabove-ar,4389,
absVowelDotBelow,dotvowelbelow-ar,uni065C,,1176,065C,NSM,1183,1173,SHLM,,,,,,,,,,,,,,,,dotvowelbelow-ar,4391,
absReversedDamma,dammareversed-ar,uni065D,,1177,065D,NSM,1184,1174,SHL,,,,,,,,,,,,,,,,dammareversed-ar,4392,
absFathaTwoDots,fathatwodots-ar,uni065E,,1179,065E,NSM,1186,1175,SHL,,,,,,,,,,,,,,,,fathatwodots-ar,4393,
absSmallHighSadLamAlefMaksura,sadLamAlefMaksuraabove-ar,uni06D6,,1207,06D6,NSM,1214,1176,SHL,,,,,,,,,,,,,,,,sadLamAlefMaksuraabove-ar,4394,
absSmallHighQafLamAlefMaksura,qafLamAlefMaksuraabove-ar,uni06D7,,1208,06D7,NSM,1215,1177,SHL,,,,,,,,,,,,,,,,qafLamAlefMaksuraabove-ar,4395,
absSmallHighMeemInitialForm,meemabove-ar,uni06D8,,1209,06D8,NSM,1216,1178,SHL,,,,,,,,,,,,,,,,meemabove-ar,4396,
absSmallHighMeemIsolatedForm,meemStopabove-ar,uni06E2,,1217,06E2,NSM,1224,1179,SHL,,,,,,,,,,,,,,,,meemStopabove-ar,4397,
absSmallHighLamAlef,lamAlefabove-ar,uni06D9,,1210,06D9,NSM,1217,1180,SHL,,,,,,,,,,,,,,,,lamAlefabove-ar,4398,
absSmallHighJeem,jeemabove-ar,uni06DA,,1211,06DA,NSM,1218,1181,SHL,,,,,,,,,,,,,,,,jeemabove-ar,4399,
absSmallHighThreeDots,threedotsabove-ar,uni06DB,,1212,06DB,NSM,1219,1182,SHL,,,,,,,,,,,,,,,,threedotsabove-ar,4400,
absSmallHighSeen,seenabove-ar,uni06DC,,1213,06DC,NSM,1220,1183,SHL,,,,,,,,,,,,,,,,seenabove-ar,4401,
absStartOfRubElHizb,asteriskArt-ar,uni06DE,,1269,06DE,NSM,1277,1184,SL,,,,,,,,,,,,,,,,asteriskArt-ar,4402,
absSmallHighRoundedZero,sukunround-ar,uni06DF,,1214,06DF,NSM,1221,1185,SHL,,,,,,,,,,,,,,,,sukunround-ar,4403,
absSmallHighUprightRectangularZero,sukunoval-ar,uni06E0,,1215,06E0,NSM,1222,1186,SHL,,,,,,,,,,,,,,,,sukunoval-ar,4404,
absSmallHighDotlessHeadOfKhah,hahabove-ar,uni06E1,,1216,06E1,NSM,1223,1187,SL,,,,,,,,,,,,,,cv92,,hahabove-ar,4405,
absSmallLowSeen,seenbelow-ar,uni06E3,,1218,06E3,NSM,1225,1188,SHL,,,,,,,,,,,,,,,,seenbelow-ar,4406,
absSmallHighMadda,maddalong-ar,uni06E4,,1219,06E4,NSM,1226,1189,SHL,,,,,,,,,,,,,,,,maddalong-ar,4407,
absSmallWaw,wawSmall-ar,uni06E5,,1147,06E5,AL,1154,1190,SHL,,,,,,,,,,,,,,,,wawSmall-ar,3819,
absSmallYeh,yehbelow-ar,uni06E6,,1148,06E6,AL,1155,1191,SHL,,,,,,,,,,,,,,,,yehbelow-ar,3820,
absSmallHighYeh,yehabove-ar,uni06E7,,1220,06E7,NSM,1227,1192,SHLM,,,,,,,,,,,,,,,,yehabove-ar,4408,
absSmallHighNoon,noonabove-ar,uni06E8,,1221,06E8,NSM,1228,1193,SHL,,,,,,,,,,,,,,,,noonabove-ar,4409,
absPlaceOfSajdah,sajdah-ar,uni06E9,,1270,06E9,ON,1278,1194,SL,,,,,,,,,,,,,,,,sajdah-ar,4410,
absEmptyCentreLowStop,rhombusStopbelow-ar,uni06EA,,1222,06EA,NSM,1229,1195,SHL,,,,,,,,,,,,,,,,rhombusStopbelow-ar,4411,
absEmptyCentreHighStop,rhombusStopabove-ar,uni06EB,,1223,06EB,NSM,1230,1196,SHL,,,,,,,,,,,,,,,,rhombusStopabove-ar,4412,
absRoundedHighStopFilledCentre,dotStopabove-ar,uni06EC,,1224,06EC,NSM,1231,1197,SHL,,,,,,,,,,,,,,,,dotStopabove-ar,4413,
absSmallLowMeem,meembelow-ar,uni06ED,,1225,06ED,NSM,1232,1198,SHL,,,,,,,,,,,,,,,,meembelow-ar,4414,
absZero,zero-ar,uni0660,,1275,0660,AN,1295,1199,SHLM,,,,,,,,,,,,,,,,zero-ar,4415,
absZeroMedium,zero-ar.medium,uni0660.medium,,1309,,AN,1331,1200,SHLM,,,,,,,,,,,,,,,,,4415.004,
absZeroSmall,zero-ar.small,uni0660.small,,1343,,AN,1364,1201,SHLM,,,,,,,,,,,,,,,,,4415.005,
absOne,one-ar,uni0661,,1276,0661,AN,1296,1202,SHLM,,,,,,,,,,,,,,,,one-ar,4416,
absOneMedium,one-ar.medium,uni0661.medium,,1310,,AN,1332,1203,SHLM,,,,,,,,,,,,,,,,,4416.004,
absOneSmall,one-ar.small,uni0661.small,,1344,,AN,1365,1204,SHLM,,,,,,,,,,,,,,,,,4416.005,
absTwo,two-ar,uni0662,,1277,0662,AN,1297,1205,SHLM,,,,,,,,,,,,,,,,two-ar,4417,
absTwoMedium,two-ar.medium,uni0662.medium,,1311,,AN,1333,1206,SHLM,,,,,,,,,,,,,,,,,4417.004,
absTwoSmall,two-ar.small,uni0662.small,,1345,,AN,1366,1207,SHLM,,,,,,,,,,,,,,,,,4417.005,
absThree,three-ar,uni0663,,1278,0663,AN,1298,1208,SHLM,,,,,,,,,,,,,,,,three-ar,4418,
absThreeMedium,three-ar.medium,uni0663.medium,,1312,,AN,1334,1209,SHLM,,,,,,,,,,,,,,,,,4418.004,
absThreeSmall,three-ar.small,uni0663.small,,1346,,AN,1367,1210,SHLM,,,,,,,,,,,,,,,,,4418.005,
absFour,four-ar,uni0664,,1279,0664,AN,1299,1211,SHLM,,,,,,,,,,,,,,,,four-ar,4419,
absFourMedium,four-ar.medium,uni0664.medium,,1313,,AN,1335,1212,SHLM,,,,,,,,,,,,,,,,,4419.004,
absFourSmall,four-ar.small,uni0664.small,,1347,,AN,1368,1213,SHLM,,,,,,,,,,,,,,,,,4419.005,
absFive,five-ar,uni0665,,1280,0665,AN,1303,1214,SHLM,,,,,,,,,,,,,,,,five-ar,4420,
absFiveMedium,five-ar.medium,uni0665.medium,,1314,,AN,1336,1215,SHLM,,,,,,,,,,,,,,,,,4420.004,
absFiveSmall,five-ar.small,uni0665.small,,1348,,AN,1369,1216,SHLM,,,,,,,,,,,,,,,,,4420.005,
absSix,six-ar,uni0666,,1281,0666,AN,1304,1217,SHLM,,,,,,,,,,,,,,,,six-ar,4421,
absSixMedium,six-ar.medium,uni0666.medium,,1315,,AN,1337,1218,SHLM,,,,,,,,,,,,,,,,,4421.004,
absSixSmall,six-ar.small,uni0666.small,,1349,,AN,1370,1219,SHLM,,,,,,,,,,,,,,,,,4421.005,
absSeven,seven-ar,uni0667,,1282,0667,AN,1305,1220,SHLM,,,,,,,,,,,,,,,,seven-ar,4422,
absSevenMedium,seven-ar.medium,uni0667.medium,,1316,,AN,1338,1221,SHLM,,,,,,,,,,,,,,,,,4422.004,
absSevenSmall,seven-ar.small,uni0667.small,,1350,,AN,1371,1222,SHLM,,,,,,,,,,,,,,,,,4422.005,
absEight,eight-ar,uni0668,,1283,0668,AN,1306,1223,SHLM,,,,,,,,,,,,,,,,eight-ar,4423,
absEightMedium,eight-ar.medium,uni0668.medium,,1317,,AN,1339,1224,SHL,,,,,,,,,,,,,,,,,4423.004,
absEightSmall,eight-ar.small,uni0668.small,,1351,,AN,1372,1225,SHL,,,,,,,,,,,,,,,,,4423.005,
absNine,nine-ar,uni0669,,1284,0669,AN,1307,1226,SHLM,,,,,,,,,,,,,,,,nine-ar,4424,
absNineMedium,nine-ar.medium,uni0669.medium,,1318,,AN,1340,1227,SHLM,,,,,,,,,,,,,,,,,4424.004,
absNineSmall,nine-ar.small,uni0669.small,,1352,,AN,1373,1228,SHLM,,,,,,,,,,,,,,,,,4424.005,
absEasternZero,zero-persian,uni06F0,,1285,06F0,EN,1308,1229,SHL,,,,,,,,,,,,,,,,zero-persian,4425,
absEasternZeroMedium,zero-persian.medium,uni06F0.medium,,1319,,EN,1341,1230,SHL,,,,,,,,,,,,,,,,,4425.004,
absEasternZeroSmall,zero-persian.small,uni06F0.small,,1353,,EN,1374,1231,SHL,,,,,,,,,,,,,,,,,4425.005,
absEasternOne,one-persian,uni06F1,,1286,06F1,EN,1309,1232,SHL,,,,,,,,,,,,,,,,one-persian,4426,
absEasternOneMedium,one-persian.medium,uni06F1.medium,,1320,,EN,1342,1233,SHL,,,,,,,,,,,,,,,,,4426.004,
absEasternOneSmall,one-persian.small,uni06F1.small,,1354,,EN,1375,1234,SHL,,,,,,,,,,,,,,,,,4426.005,
absEasternTwo,two-persian,uni06F2,,1287,06F2,EN,1310,1235,SHL,,,,,,,,,,,,,,,,two-persian,4427,
absEasternTwoMedium,two-persian.medium,uni06F2.medium,,1321,,EN,1343,1236,SHL,,,,,,,,,,,,,,,,,4427.004,
absEasternTwoSmall,two-persian.small,uni06F2.small,,1355,,EN,1376,1237,SHL,,,,,,,,,,,,,,,,,4427.005,
absEasternThree,three-persian,uni06F3,,1288,06F3,EN,1311,1238,SHL,,,,,,,,,,,,,,,,three-persian,4428,
absEasternThreeMedium,three-persian.medium,uni06F3.medium,,1322,,EN,1344,1239,SHL,,,,,,,,,,,,,,,,,4428.004,
absEasternThreeSmall,three-persian.small,uni06F3.small,,1356,,EN,1377,1240,SHL,,,,,,,,,,,,,,,,,4428.005,
absEasternFour,four-persian,uni06F4,,1289,06F4,EN,1312,1241,SHL,,,,,,,,,,,,,,,,four-persian,4429,
absEasternFourMedium,four-persian.medium,uni06F4.medium,,1323,,EN,1345,1242,SHL,,,,,,,,,,,,,,,,,4429.004,
absEasternFourSmall,four-persian.small,uni06F4.small,,1357,,EN,1378,1243,SHL,,,,,,,,,,,,,,,,,4429.005,
absEasternFour.urdu,four-persian.urdu,uni06F4.urdu,,1290,,EN,1313,1244,SHL,,,,,,,,,,,Urdu,ur,URD,cv82=2,,,4429.27,
absEasternFourMedium.urdu,four-persian.urdu.medium,uni06F4.urdu.medium,,1324,,EN,1346,1245,SHL,,,,,,,,,,,Urdu,ur,URD,,,,4429.274,
absEasternFourSmall.urdu,four-persian.urdu.small,uni06F4.urdu.small,,1358,,EN,1379,1246,SHL,,,,,,,,,,,Urdu,ur,URD,,,,4429.275,
absEasternFour.roh,four-persian.roh,uni06F4.roh,,1291,,EN,1300,1247,S,absFour,four-ar,,,,,,,,,Rohingya,rhg,,cv82=4,,,4429.28,
absEasternFourMedium.roh,four-persian.roh.medium,uni06F4.roh.medium,,1325,,EN,1301,1248,S,absFourMedium,four-ar.medium,,,,,,,,,Rohingya,rhg,,,,,4429.284,
absEasternFourSmall.roh,four-persian.roh.small,uni06F4.roh.small,,1359,,EN,1302,1249,S,absFourSmall,four-ar.small,,,,,,,,,Rohingya,rhg,,,,,4429.285,
absEasternFive,five-persian,uni06F5,,1292,06F5,EN,1314,1250,SL,,,,,,,,,,,,,,,,five-persian,4430,
absEasternFiveMedium,five-persian.medium,uni06F5.medium,,1326,,EN,1347,1251,SL,,,,,,,,,,,,,,,,,4430.004,
absEasternFiveSmall,five-persian.small,uni06F5.small,,1360,,EN,1380,1252,SL,,,,,,,,,,,,,,,,,4430.005,
absEasternSix,six-persian,uni06F6,,1293,06F6,EN,1315,1253,SL,,,,,,,,,,,,,,,,six-persian,4431,
absEasternSixMedium,six-persian.medium,uni06F6.medium,,1327,,EN,1348,1254,SL,,,,,,,,,,,,,,,,,4431.004,
absEasternSixSmall,six-persian.small,uni06F6.small,,1361,,EN,1381,1255,SL,,,,,,,,,,,,,,,,,4431.005,
absEasternSix.urdu,six-persian.urdu,uni06F6.urdu,,1294,,EN,1316,1256,SL,,,,,,,,,,,"Sindhi, Urdu, Rohingya","sd,ur,rhg","SND,URD","cv82=1,2,4",,,4431.27,
absEasternSixMedium.urdu,six-persian.urdu.medium,uni06F6.urdu.medium,,1328,,EN,1349,1257,SL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,,,4431.274,
absEasternSixSmall.urdu,six-persian.urdu.small,uni06F6.urdu.small,,1362,,EN,1382,1258,SL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,,,4431.275,
absEasternSeven,seven-persian,uni06F7,,1295,06F7,EN,1317,1259,SL,,,,,,,,,,,,,,,,seven-persian,4432,
absEasternSevenMedium,seven-persian.medium,uni06F7.medium,,1329,,EN,1350,1260,SL,,,,,,,,,,,,,,,,,4432.004,
absEasternSevenSmall,seven-persian.small,uni06F7.small,,1363,,EN,1383,1261,SL,,,,,,,,,,,,,,,,,4432.005,
absEasternSeven.urdu,seven-persian.urdu,uni06F7.urdu,,1296,,EN,1318,1262,SL,,,,,,,,,,,"Sindhi, Urdu, Rohingya","sd,ur,rhg","SND,URD","cv82=1,2,4",,,4432.27,
absEasternSevenMedium.urdu,seven-persian.urdu.medium,uni06F7.urdu.medium,,1330,,EN,1351,1263,SL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,,,4432.274,
absEasternSevenSmall.urdu,seven-persian.urdu.small,uni06F7.urdu.small,,1364,,EN,1384,1264,SL,,,,,,,,,,,"Sindhi, Urdu","sd,ur,rhg","SND,URD",,,,4432.275,
absEasternEight,eight-persian,uni06F8,,1297,06F8,EN,1319,1265,SL,,,,,,,,,,,,,,,,eight-persian,4433,
absEasternEightMedium,eight-persian.medium,uni06F8.medium,,1331,,EN,1352,1266,SL,,,,,,,,,,,,,,,,,4433.004,
absEasternEightSmall,eight-persian.small,uni06F8.small,,1365,,EN,1385,1267,SL,,,,,,,,,,,,,,,,,4433.005,
absEasternNine,nine-persian,uni06F9,,1298,06F9,EN,1320,1268,SL,,,,,,,,,,,,,,,,nine-persian,4434,
absEasternNineMedium,nine-persian.medium,uni06F9.medium,,1332,,EN,1353,1269,SL,,,,,,,,,,,,,,,,,4434.004,
absEasternNineSmall,nine-persian.small,uni06F9.small,,1366,,EN,1386,1270,SL,,,,,,,,,,,,,,,,,4434.005,
absFullStop,fullstop-ar,uni06D4,,1265,06D4,AL,1276,1271,SHL,,,,,,,,,,,,,,,,fullstop-ar,4435,
absComma,comma-ar,uni060C,,1240,060C,CS,1287,1272,*,,,,,,,,,,,,,,,,comma-ar,4436,
absComma.downward,comma-ar.downward,uni060C.downward,,1241,,CS,1288,1273,*,,,,,,,,,,,unused?,,,cv84=1,,,4436.29,
absSemicolon,semicolon-ar,uni061B,,1256,061B,AL,1267,1274,SHLM,,,,,,,,,,,,,,,,semicolon-ar,4437,
absSemicolon.downward,semicolon-ar.downward,uni061B.downward,,1257,,AL,1268,1275,SHLM,,,,,,,,,,,unused?,,,cv84=1,,,4437.29,
arabicLetterMark,mark-ar,uni061C,,1258,061C,,1269,1276,*,,,,,,,,,,6.3,,,,invs,,mark-ar,4438,
absQuestionMark,question-ar,uni061F,,1260,061F,AL,1271,1277,*,,,,,,,,,,,,,,,,question-ar,4439,
absPercentSign,percent-ar,uni066A,,1261,066A,ET,1272,1278,*,,,,,,,,,,,,,,,,percent-ar,4440,
absNumberSign,number-ar,uni0600,,1226,0600,AN,1408,1279,SH,,,,,,,,,,mod,,,,,,number-ar,4441,
absNumberSign.2,number-ar.2,uni0600.2,,1385,,AN,1409,1280,SH,,,,,,,,,,,moved,,,,,,4441.3,
absNumberSign.3,number-ar.3,uni0600.3,,1386,,AN,1410,1281,SH,,,,,,,,,,,moved,,,,,,4441.31,
absDecimalSeparator,decimalseparator-ar,uni066B,,1262,066B,AN,1273,1282,*,,,,,,,,,,,,,,,,decimalseparator-ar,4442,
absThousandsSeparator,thousandseparator-ar,uni066C,,1263,066C,AN,1274,1283,SHLM,,,,,,,,,,,,,,,,thousandseparator-ar,4443,
absFivePointedStar,asterisk-ar,uni066D,,1264,066D,AL,1275,1284,SHLM,,,,,,,,,,,,,,,,asterisk-ar,4444,
ornateLeftParen,parenleft-ar,uniFD3E,,1271,FD3E,,1279,1285,*,,,,,,,,,,,,,,,,parenleft-ar,4445,
ornateRightParen,parenright-ar,uniFD3F,,1272,FD3F,,1292,1286,*,,,,,,,,,,,,,,,,parenright-ar,4446,
absYearSign,year-ar,uni0601,,1227,0601,AN,1417,1287,SH,,,,,,,,,,mod,,,,,,year-ar,4447,
absYearSign.2,year-ar.2,uni0601.2,,1393,,AN,1418,1288,SH,,,,,,,,,,,moved,,,,,,4447.3,
absYearSign.3,year-ar.3,uni0601.3,,1394,,AN,1419,1289,SH,,,,,,,,,,,moved,,,,,,4447.31,
absYearSign.4,year-ar.4,uni0601.4,,1395,,AN,1420,1290,SH,,,,,,,,,,,moved,,,,,,4447.32,
absFootnoteSign,footnotemarker-ar,uni0602,,1228,0602,AN,1429,1291,SH,,,,,,,,,,mod,,,,,,footnotemarker-ar,4448,
absFootnoteSign.2,footnotemarker-ar.2,uni0602.2,,1404,,AN,1430,1292,SH,,,,,,,,,,,moved,,,,,,4448.3,
absPageSign,pagenumber-ar,uni0603,,1229,0603,AN,1435,1293,SH,,,,,,,,,,mod,,,,,,pagenumber-ar,4449,
absPageSign.2,pagenumber-ar.2,uni0603.2,,1409,,AN,1436,1294,SH,,,,,,,,,,,moved,,,,,,4449.3,
absPageSign.3,pagenumber-ar.3,uni0603.3,,1410,,AN,1437,1295,SH,,,,,,,,,,,moved,,,,,,4449.31,
absPageSign.4,pagenumber-ar.4,uni0603.4,,1411,,AN,1438,1296,SH,,,,,,,,,,,,,,,,,4449.32,
absSamvatSign,samvat-ar,uni0604,,1230,0604,AN,1447,1297,SH,,,,,,,,,,6.1,,,,,,samvat-ar,4450,
absSamvatSign.2,samvat-ar.2,uni0604.2,,1420,,AN,1448,1298,SH,,,,,,,,,,6.1,,,,,,,4450.3,
absSamvatSign.3,samvat-ar.3,uni0604.3,,1421,,AN,1449,1299,SH,,,,,,,,,,6.1,,,,,,,4450.31,
absSamvatSign.4,samvat-ar.4,uni0604.4,,1422,,AN,1450,1300,SH,,,,,,,,,,6.1,,,,,,,4450.32,
absNumberSignAbove,numbermark-ar,uni0605,,1231,0605,AN,1459,1301,S,,,,,,,,,,7.0,,,,,,numbermark-ar,4451,
absNumberSignAbove.2,numbermark-ar.2,uni0605.2,,1431,,AN,1460,1302,S,,,,,,,,,,7.0,,,,,,,4451.3,
absNumberSignAbove.3,numbermark-ar.3,uni0605.3,,1432,,AN,1461,1303,S,,,,,,,,,,7.0,,,,,,,4451.31,
absNumberSignAbove.4,numbermark-ar.4,uni0605.4,,1433,,AN,1462,1304,S,,,,,,,,,,7.0,,,,,,,4451.32,
absCubeRoot,cuberoot-ar,uni221B,,1234,0606,ON,1282,1305,S,,,,,,,,,,5.1,,,,,,cuberoot-ar,4452,
absFourthRoot,fourthroot-ar,uni221C,,1235,0607,ON,1283,1306,S,,,,,,,,,,5.1,,,,,,fourthroot-ar,4453,
absRay,ray-ar,uni0608,,1236,0608,AL,1284,1307,S,,,,,,,,,,5.1,,,,,,ray-ar,4454,
absPerMilleSign,perthousand-ar,uni0609,,1237,0609,ET,1285,1308,SH,,,,,,,,,,5.1,,,,,,perthousand-ar,4455,
absPerTenThousandSign,pertenthousand-ar,uni2031,,1238,060A,ET,1286,1309,SH,,,,,,,,,,5.1,,,,,,pertenthousand-ar,4456,
absAfghaniSign,afghani-ar,uni060B,,1239,060B,AL,775,1310,SH,,,,,,,,,,,,,,,,afghani-ar,4457,
absDateSeparator,dateseparator-ar,uni060D,,1242,060D,AL,1289,1311,S,,,,,,,,,,,,,,,,dateseparator-ar,4458,
absVerseSign,verseComma-ar,uni060E,,1243,060E,ON,1290,1312,S,,,,,,,,,,,,,,,,verseComma-ar,4459,
absMisraSign,misraComma-ar,uni060F,,1244,060F,ON,1291,1313,S,,,,,,,,,,,,,,,,misraComma-ar,4460,
absSignSindhiAmpersand,sindhiampersand-ar,uni06FD,,544,06FD,AL,1001,1314,SL,absHamza,hamza-ar,,_lines,,,,,,,,,,,,sindhiampersand-ar,4461,
absSignSindhiPostpositionMen,sindhipostpositionmen-ar,uni06FE,,545,06FE,AL,936,1315,SL,absMeem.sindhi,meem-ar.sindhi,,_lines,,,,,,,,,,,,sindhipostpositionmen-ar,4462,
absRialSign,rial,uniFDFC,,1274,FDFC,AL,1294,1316,SL,,,,,,,,,,,,,,,,rial,4463,
absEndOfAyah,endofayah-ar,uni06DD,,1266,06DD,AN,1387,1317,*,,,,,,,,,,mod,,,,,,endofayah-ar,4465,
absEndOfAyah.2,endofayah-ar.2,uni06DD.2,,1367,,AN,1388,1318,*,,,,,,,,,,,moved,,,,,,4465.3,
absEndOfAyah.3,endofayah-ar.3,uni06DD.3,,1368,,AN,1389,1319,*,,,,,,,,,,,moved,,,,,,4465.31,
absEndOfAyah.alt,endofayah-ar.alt,uni06DD.alt,,1267,,AN,1393,1320,SHL,,,,,,,,,,mod,,,,cv80=1,,,4465.33,
